            N=1            N=2           N=10          N=100
       -1.17322       -2.68588        12.5435        2.55656
        1.22326       0.256558      -0.486646         16.045
       0.712929      0.0385468       -4.32382        3.32621
       0.159943       -2.71746       0.314457       0.300916
        8.82782        -4.0894       0.408778       -0.22532
      -0.465221      -0.893778        4.32524       -1.96614
          5.235       -1.03115       0.266158      -0.553489
        2.72573       -1.92428        1.36909      0.0139793
       -5.16826       0.574175      -0.728104        1.26573
       -2.50728        1.47388     -0.0498827      -0.630796
       -1.89438       -7.99461        1.67909       0.257276
        1.03755      -0.277946        34.0822       0.898741
       -1.74937      -0.110426     -0.0791491       0.562034
       -22.4798       -0.35643     -0.0482352        0.66511
        1.97765        1.51816       -1.80178     -0.0765572
       0.134851     -0.0350454       0.327917        2.38759
       -7.22432       0.633133       0.471483       0.739977
        9.65495       -9.60001        8.49416        1.87359
        1.96593      -0.629338       0.793522       0.496391
       -1.13134      -0.710332       0.759537        1.56939
        5.02994      -0.203728        -5.2689       -29.2136
      -0.536466      -0.221534      -0.585433        1.32619
       0.396867       -28.6056      -0.413822      -0.108019
      -0.672307       0.141107       -1.38288        2.25634
        1.90884       0.680409      0.0846554        0.88902
       0.266969       0.703506        2.17646        4.19356
       0.996552        1.39138       -1.46514       0.529662
       -0.31444      -0.286523      -0.177553       0.489972
        -1.6035        6.64286        2.61184       -1.99236
      -0.899937       -45.3022       0.498375      -0.931445
       -1.73858      -0.723337        5.03392     -0.0043674
      -0.986909        1.75152      0.0713173       0.186228
      -0.586824       -1.88693      0.0228592        0.78487
      -0.142803       0.139384      -0.580088        3.03253
       -1.21726        15.5311        1.40898        0.26673
      -0.191932        1.15852      -0.380734     -0.0356142
       -2.12476        1.22917       0.845057        2.15781
       -5.86085       -1.58871       -3.00165       -1.27217
       0.114341      -0.477555       -1.28295        1.06218
         44.662       0.592471        2.78029      0.0294099
     -0.0936364        4.10457       0.543962       -51.6512
      -0.542216       -1.11339       -1.58716       -0.32082
        1.25846       0.586351        20.8277        1.18436
       -1.28992        1.75431       0.512488      0.0643363
      -0.103152       0.025467       0.668869       0.297152
      -0.530727       -1.54887      -0.573183       -9.53913
        1.48326      -0.582207       0.195799        1.32145
        2.11931       -1.41657      -0.880956       0.249295
       -7.22201       -0.44655      0.0654478       -2.34406
       -2.62527         -1.911       -1.71796        1.01169
       -10.3788      -0.379179      0.0749621       -2.07369
      -0.425343       0.074463       -2.58893      -0.866133
      -0.717494       -2.58731        0.04668         2.1668
      -0.913589        3.53392        0.47811      -0.591539
       -5.15734        0.70239       -2.95688       -4.68709
       -1.32329       0.117986        1.09707        2.14456
       -2.45669       -3.17463        1.06674        47.0371
      -0.467023      -0.901621        0.22612       0.710312
        3.41683         1.6893       0.372182      -0.809876
       -10.1576        4.33289       -20.6864       -2.14601
       0.039347      -0.978195         0.7387      -0.526855
       0.695734       0.262486        3.06224      -0.018357
       -1.00683        123.702       0.815759      -0.422605
       -1.99054        13.0331       0.661407        0.40679
       -1.22785       -4.00052       0.324888        0.27601
        1.00814      -0.605508        3.86722       -5.04713
       0.775659       -10.2202        1.28507       0.210859
       -0.32593       -9.63691        5.30091       -4.61443
      -0.582573      -0.333768        -3.3228       -2.35254
        1.19794        1.14575         1.8968       0.475283
       -20.0252       -5.28556      0.0158546       0.814338
       -3.31123       -2.74997          3.221       0.191363
       -2.18393     -0.0105133       -11.6243       -1.07588
       0.783815       -1.52943       0.182862      -0.200517
      0.0178712       0.730221      -0.182563        -5.7783
         1.2992      -0.473571       -1.96523        2.23339
      -0.761931      -0.561144     -0.0723873       0.343314
       -1.22607        2.08892      -0.421725       -2.99213
       -2.38071        0.32761       0.159957       0.596595
       0.242662     -0.0282396      -0.829341        8.48609
       -2.78087      -0.560342       0.775396        0.27691
        1.27214       0.855984       0.477487      -0.344437
      0.0096352       0.599684       0.202516       0.113642
       -2.26267       -0.41811        1.78094        1.04115
       -1.07782      -0.150628       0.316177       -1.27926
        1.00769        1.40156        1.83082       0.201947
       -14.2187      -0.301673        5.19441         2.4649
        17.4802      0.0513452        1.81948       -1.51466
      0.0363056          1.692        1.38596       0.592263
      0.0591082      -0.831369       -2.06455       0.694786
        22.5079        2.34588      -0.874506        1.02018
        6.96031       0.121443       0.384678       0.434929
      -0.317312       -2.72783       0.791711         20.462
       0.379535      -0.170346      -0.851862        -2.3784
      -0.328398        -1.8477       0.797295       0.467777
        0.97077        2.03651        2.08015      -0.630655
       0.515937      -0.108289      -0.193544       -4.78182
      -0.343874       0.616987       -1.77252       0.529667
       0.682752      -0.326193         1.3724        1.08292
       0.154068         1.8107      -0.757591       -1.12166
        -4.7024       -1.06027       0.167188      -0.236172
     -0.0356956      -0.319753      -0.178538       -6.26833
       -20.3131       -3.51033      -0.411924       0.524709
       0.109504       -4.26488        1.15365      -0.422308
      0.0657457        1.41448      -0.801661      -0.671258
       0.882561      -0.102955      -0.194886       0.483438
        -0.3464       0.389999      -0.634878        2.24072
       0.428729        2.94778       0.279121       -2.64358
       -2.11422      -0.472597      -0.286823       0.849423
       0.542341       0.192046        1.81384       -1.17285
       -7.89727     -0.0444505      -0.271573       -10.2536
        1.70169      -0.383921       -1.28563       -0.30883
       -2.51512      -0.399348       0.354928       -0.28077
        6.19032        -3.1332       -1.42379      -0.257588
        -1.0357       0.397832      -0.515942      -0.385996
      -0.186287       -1.16263       -5.28026       0.561018
       -1.89107      -0.226184      -0.904596      -0.553087
        1.25319        0.17919       0.406026      -0.492883
       -1.99186        1.43721       -15.9379        5.40323
        -2.8513       -12.7335      -0.342177       -1.31635
       -5.53779       -1.47886      0.0500097        4.74185
        2.73894     0.00332384        2.38498        0.40668
         5.8972        1.15312       0.394015        1.31436
        1.28708        3.45854        3.64855        8.90621
         0.4005       -1.31416      -0.860972         1.1188
       0.843267        1.06709       0.118759        6.45587
      -0.638296       0.574105        2.60244      -0.172611
       0.253649        2.95676       -1.00999       -4.91655
      -0.156596      -0.298514        0.59713       0.242424
       -0.79761      -0.125524        5.12838        1.92042
      -0.851376     -0.0846958       -0.43887      0.0897097
        3.94851       -1.30999      -0.532521       -3.81085
     -0.0653688       -1.16563       -1.09202         -3.177
      -0.497806       0.164554      -0.138816        3.99105
        1.44848       -1.69779      -0.770464       -1.48553
       -1.65767       0.216775        1.63284        1.36337
        2.57775       -1.03234      -0.214729     -0.0279219
       0.280419       0.136984        5.14345      -0.346061
       0.342259       -1.41924      -0.891936       -1.87259
       0.400311       -24.8721       -6.95175      -0.519518
      -0.208467       -2.87094        1.05749        17.7989
       -0.39668        1.29485       0.710995        0.15366
       -2.55854      -0.114532       -1.20558      -0.512152
       -296.124      -0.299385       0.305541       0.367839
       -3.35196     -0.0895304       0.103982      -0.977615
       0.521875       -1.33912      -0.173828      -0.259741
        -2.3365       -99.1281        0.68623        3.39477
       -1.23155       0.355064        -1.8097       -48.8417
      -0.345104       0.742425       -1.12518        4.14227
       -0.35677       0.191546       -1.67104       -3.15824
        15.0141        1.51994      -0.152801        2.20032
       -1.52103      -0.747664        -2.2432      -0.153896
      -0.153079        3.11612      -0.791854       0.481264
        1.25825       -6.70305        1.65688      -0.528431
        -0.8334       -1.98371       -2.03826      -0.128458
      -0.112739       0.669244      -0.125487       0.604176
        3.34003     -0.0708426       -2.75496       0.827907
       -0.55323      0.0170394      -0.808657       0.107886
      -0.884602       -1.81905       0.575253       0.532481
      -0.417608        1.31075        1.46764      -0.790016
        1.76968       0.565363      -0.198166      -0.409598
        1.48404       0.155278       -6.68498      -0.803539
     -0.0856077         2.1333        1.96955       0.202616
      0.0650781     -0.0995381        4.70008       0.732379
       0.147941      -0.514715      -0.105083      -0.371369
        2.17212      -0.539889       0.698911       -1.55333
       0.600603      -0.729577      -0.282227       -1.65975
       0.987373        1.63355       0.732953       0.208576
      -0.103806        1.23512      -0.244487       -8.74025
        0.60945       0.863969      -0.291509      -0.791595
        1.10348        1.96762       0.937521      -0.655516
      -0.452952       0.103658       -3.71318       -10.4201
     -0.0127217      -0.869654       -5.42541       0.410282
       0.208467        3.43983        4.49244      -0.463046
      -0.389858       -1.73586       -66.8129       -1.04278
       0.584235        2.23451       0.702726        2.99806
      0.0494288         -2.033        3.64949       0.743178
       -1.39117        1.37492      0.0362026       -2.72576
       -1.07301       -1.17436      -0.277234      -0.221229
       -2.75392      0.0127184      -0.578282       0.107971
      -0.954613        1.91314      -0.133017       -4.29621
      0.0726684       0.588039        3.21726       -1.40923
       0.506128       -14.5824      -0.258931        -0.6631
      -0.143777        5.88933       -1.98765      -0.700813
        1.69686       -16.1267        1.22221       -2.44952
       -1.01489     -0.0249965        -3.0493        3.12705
       -12.1597       -0.26334      -0.529561        4.17322
       0.788432        0.56502        1.50617      -0.280285
      -0.500704       0.335735       -1.10277       0.111472
        2.11824      -0.142378      -0.459985       0.927589
       -2.03863      -0.125943       0.254622       -1.74239
       -18.4894         1.0447       0.137141        1.42448
        -310.67        2.66945      -0.026022      -0.106606
       0.314211       -2.20289      -0.107265    -0.00715986
        1.05119      -0.636207        18.0146      -0.683963
      0.0193123         1.4006       0.139913       -1.62704
       -1.86381       0.437279        2.19272     -0.0162292
      -0.956645       0.789327    0.000214487       0.252953
       -1.70475      -0.548746       0.329839        1.35101
      -0.897917       0.375562      -0.470118      -0.861515
       -1.83409        0.50994        0.86175        2.21611
       -0.75188       0.830463       0.121455      -0.106823
        3.00107       -3.05367       -0.57711        2.37015
        9.52223       0.942213        2.67162       0.579701
       0.334289        1.15473       -0.25028       -6.82896
        0.81045       -1.30154      -0.150619         2.8942
       0.252543        3.06809      -0.215474       -1.43963
      -0.517922      -0.721588      -0.058099       0.220292
      -0.321721       0.597382         14.493      -0.163129
       -1.14723        2.53341       -5.35864      -0.651264
        6.43424         69.973      -0.742124       0.548295
        2.61621      -0.406188        1.31982        -2.7238
      -0.447172       -8.38709       -2.44879      -0.537793
        1.22517       0.529075       -50.8367      -0.768023
        18.8904       -1.21895       0.507969          2.138
          1.402        1.27712       -2.56992      -0.104475
      0.0790352       0.701782       0.129409        12.7969
        7.82716        4.43747       0.790707      -0.265602
        1.91602       0.602868      -0.236068        -3.5888
        6.96395      -0.520551        1.65121       -0.29419
      -0.402722       0.402988       0.587313       0.281114
        1.08415      0.0156049         1.6754       0.914051
       -1.34843      -0.285364     -0.0556788       -1.84461
        1.28169        1.19865       -1.21874      -0.459681
        2.62234       -1.45186        3.01621      -0.201245
       0.755343     -0.0141059       -1.07495       -0.87713
        3.87416      -0.374232       -1.64498      0.0651087
      0.0284019        1.75911       0.301866       -125.281
       -27.2899      -0.349221       -1.99259      -0.790655
      -0.880141      -0.113217       0.614665       -2.03479
      -0.694921      -0.256263     -0.0386012       0.453497
      -0.349683       0.590029      -0.970958       0.812175
       0.285802       -1.19799      -0.484259       0.983966
       0.211857        2.67326       0.569193      -0.956009
        2.19274      0.0707097       -1.06766       -1.86166
       0.945762       -1.88428        4.98569       -4.36579
       -2.23014      -0.919757      -0.194564       -8.03808
       0.239829      -0.337404       0.672556        1.29156
       0.376703        1.26861        0.82535        2.56824
        12.1052       0.572637        4.19465      -0.773471
       -9.05944        1.75928      0.0684194      -0.352146
        1.18901        1.28114        23.5408       0.287006
        1.31552        -1.0909      -0.159821       0.050862
      -0.268865     -0.0603633       -1.50101       -2.52246
      -0.468345        1.48945       -0.44915       -12.1671
        5.58218       -3.01203      -0.475426        3.03057
        27.7137       -1.92007       0.986396        27.2104
      -0.810588        1.15675      0.0434397       0.658455
         1.2124        2.08849       0.960241       0.340184
        2.67346        1.35488       -2.95422       0.995578
       -3.15436      -0.479222       0.444622      -0.193042
       0.184172        2.57214       0.840178       -0.35036
       -0.72154       -0.45205       -0.54318       -1.65171
       -1.46458      -0.746578       -2.79115       -1.26032
      -0.201856       0.744208       -11.6026      -0.505059
        2.01575      -0.303831       0.707527       -1.55363
       -1.83029       -1.66995       -1.51032       -0.93391
      -0.810348       0.833092       -12.0091      0.0786254
        -1.5775       0.604565     -0.0521902      -0.236552
       -3.64959       -1.78444      -0.972476        5.83901
      -0.434851     -0.0564461      -0.435778      -0.585623
       -1.39426       -1.94158        1.18496      0.0315304
       0.366838      -0.150533      -0.134503      -0.631509
        1.84022        1.13424       0.591423        0.33569
       0.757505       0.769812        0.46461       -1.15521
      0.0653122       -3.54258       0.595961      -0.255868
      -0.558477        4.61938        1.25351       -1.12782
        1.25532       -4.00722        0.97978        48.9608
        1.39461        14.5457       0.293365        1.05612
       -2.75698        -1.2089       0.148336       0.447747
       -2.43932       0.509988       -2.71771       -0.34986
       -2.09708      -0.463039        8.02373        1.26643
      -0.158174         1.7234      0.0303264        1.35174
       -0.91579        6.83564       0.255207       0.275137
       -4.06883       -3.54223        0.42183       -6.25763
      -0.504483       -11.7641        1.31687       -2.98156
        4.64556         3.4464       -1.15916       -4.77302
      -0.675961       -17.6909        1.82856        34.1391
       0.991811     -0.0813287      -0.694528       -2.91927
        -2.0983      -0.404841       -287.833       -8.31216
      -0.217416         2.4217        1.05125        1.99375
       0.291743       0.481783         9.7578        8.10734
        5.19895        3.47007       -1.41837      -0.578814
     -0.0568333        1.26089        1.30578        3.99318
     -0.0653325       0.306038       0.841419       -2.28919
       -3.10762        1.37203       0.366537       0.353458
       0.319916       0.364013       0.320379        2.02843
        -84.975       0.751908       -7.18295      -0.479923
       -0.21216       -15.6007       -6.88343       -1.16705
       0.488722       0.392363        2.21878        1.73293
       0.281948      -0.247925       0.896915        2.74855
      -0.734902       -2.08648       -3.41472      -0.856126
       0.396028      -0.258322       -4.22135        1.40749
      -0.801557       -1.21424      -0.465263      -0.963015
       -3.25687        11.5781       -28.3438        1.00662
        1.27007       -0.92736      -0.723289       0.412104
        1.51142       -1.76927      -0.280013       0.778483
      -0.334007       -7.23631       0.445437       -1.02495
      -0.739906        17.0215      -0.376217       -1.08538
      -0.177665       -4.99131       -38.9602      -0.410274
        9.50243       -0.46597       -1.67473        1.57315
       0.277476        1.54462      -0.651306      -0.751966
       -1.44634        2.74522       -2.60441        0.61856
       -2.78172        1.46901       0.835323      -0.351385
       0.332939       0.505618      -0.131751       0.218048
      -0.236905      -0.792818      -0.420776       0.346025
      -0.719198        0.82349      -0.185714         1.5889
       -0.43888        1.76552      -0.867523       -7.59925
       -1.42294       -1.87424       -33.2113       0.174717
        2.69728      -0.464422       0.990382       -5.06347
       0.795383     -0.0893669       0.183485       0.650476
      -0.508045      -0.442523       0.511661        5.09255
       0.135498      -0.433806      -0.228702        1.53296
      -0.989513       -6.68374        -1.3679       0.367988
      -0.103559    -0.00183807      -0.207726          8.504
      -0.703379       0.638441       0.675113       -1.23996
        -6.5858       -5.41538      -0.500786       -9.30238
        15.3376       0.054655       -1.02874       -1.17349
        2.37802      -0.787992        10.2438        -1.4346
       0.585068     -0.0538848       0.852501       -3.24851
       0.535772       -16.9861       -2.81998        1.01749
        1.48911       0.598614        -1.3675       -2.35396
       0.656092       0.224499       -1.16294        1.06892
      -0.200179       -4.69845       0.047618        1.76461
        0.71603       -6.94611       -1.51451       -2.34592
      -0.218213    -0.00756401      -0.678451      -0.191469
       -2.65322       0.877372        -3.3707      -0.966421
      -0.839895      0.0278028        1.07573      -0.720607
       -5.39248      -0.530375        3.83103      -0.474823
       -2.23581         22.878       -50.2994       -1.51221
       -8.03308         1.1179        0.28207       -2.37586
       0.499562       0.103195        1.02799       0.543102
       -7.88607       0.326312        0.31478      -0.377045
       0.657677      -0.911122       -36.0474        -3.2299
       -1.13419       0.449531        2.77467      -0.788073
       0.184738        5.97066      -0.649615       -63.8189
      -0.928079      -0.233905       -2.98252      -0.769074
       -1.34299       -26.2803       0.684603       -1.20253
       -0.57305      -0.139858      -0.179298        -15.082
       -3.32284      -0.354785       -5.22564       -20.2181
       -0.36836       -18.8303       0.275079       0.167453
      -0.440341        1.46395       -1.74503        2.16053
       -0.35911       -74.2075       -1.77437      -0.435846
        0.51187        2.11633       -1.72785        1.96902
       -72.9887     -0.0220973        1.53219      -0.134464
      -0.404281      -0.609855      0.0791156       0.346167
        2.17237        1.62167      -0.500545       -2.78824
       0.449444      -0.923323       -3.86534        0.65917
       -1.06406       0.957055        1.24408      -0.917128
       -1.97556        2.56705      -0.227841        2.18076
       -1.40784       -1.41917       0.819698        0.98363
       -1.64902        1.73298      -0.599162       -1.07282
       0.946408      -0.629329      -0.565334        1.51806
     -0.0273408      0.0172571       -1.30413       0.419906
      -0.164863       0.889873        7.56832       0.794132
        2.20915       -3.96624       -1.26713       0.241372
      -0.591959      -0.937706        1.14996      -0.196779
       -1.18695        1.30402      -0.043571       -1.23746
       -2.06636        1.28981      -0.540756       0.875796
       0.509885      -0.781466       -17.8107      -0.644326
      -0.373652        2.78878       -2.05455        1.79082
       -6.24025        7.01084        67.9156        -2.9366
       0.837848        7.62963       -1.43538       -14.6663
       -2.06727        1.49459      -0.578227       -3.09473
        12.5916      -0.580129        4.04004        23.7003
       0.804681      -0.135888      -0.227623       -1.16934
         25.694      -0.163652        1.07547       -9.34028
       -2.94497       -3.65085       0.559978       -1.16315
        0.37358         1.9415      -0.704982       -3.05574
       0.215701        1.42166       -8.38409        -18.507
      -0.467074        8.33729       0.227454       -2.02617
       0.459911        6.63694      -0.401383       -8.32723
        3.79841       0.194087       0.207127      -0.640302
        7.03129       0.155528      -0.330968    -0.00952999
      -0.231164      -0.811997        1.87853        47.8758
       -3.02975       -3.57371       0.471055        2.25489
       -3.27586       -2.24052        0.12327      0.0348419
       -1.27089       0.459431     -0.0561172      -0.144258
       0.229618       0.214442       -42.5785       -26.8109
        3.09063     -0.0267369      -0.724656      -0.480205
      -0.761895        3.20691      -0.146112       -3.21518
       0.378331       -1.56621        1.32775        -1.1127
       -1.17604        1.57422        1.21589        13.0968
      -0.924347       0.328643        2.59849        1.94853
      -0.343578       0.544499       -3.82123       -1.02413
     0.00282922      0.0234773        29.6159        1.58931
     0.00168397      -0.341175       0.861435      -0.297443
       -411.845       0.856053       -1.28688      -0.623549
       -2.51636       -2.89036        0.27715        3.82248
      -0.851584        1.24426       0.600955       0.330232
      -0.232333       -1.05761       -0.21898       0.259661
         9.0292       -1.56546        -0.5314      -0.889551
        7.69304        1.51002       0.415065        1.83325
       0.887351        2.24602       -1.59877      -0.390226
      -0.237505      -0.135932       0.540445        250.005
       0.337805      0.0163657        1.51699       -1.34973
        1.78413      -0.356058        1.52393      -0.280808
        2.55479        2.72122       0.638838        1.19736
       0.863828      -0.657062      -0.740091     -0.0805274
       0.249886      -0.878505       -1.12531        6.01381
       0.223091      -0.159657       0.015917        2.59436
      -0.771896      -0.798111       0.950529        3.87774
       0.364455        3.82219      -0.929107      0.0160332
        1.15541        1.55751       0.448249       0.113235
       0.932684        8.15474      -0.602293        7.00477
         27.008        97.4631       -2.75395        2.62132
       -2.89507       0.508221       0.326172       -2.32278
       -2.15785       0.913873        4.24393       0.494779
        232.877        0.33446        5.11748       0.477727
        1.79201       0.272256      0.0732501       0.773598
      0.0130014       0.522782       -2.25537       -1.78631
      0.0954486       0.265907        12.4536       -85.3079
        5.20514      -0.588736     -0.0893348        -1.8074
      0.0129575      -0.046842      -0.258329         2.2657
        6.23028       0.428776      -0.690264        2.48811
        2.42102       -1.64097      -0.449806        1.86342
        -1.8092       -2.87796     -0.0108501      -0.242874
       0.468246        1.90654       -1.46776       0.583467
       0.327045        5.88801        2.25476       -6.44432
      -0.200577       -1.39386       -0.53384        1.29038
     -0.0918158       -7.25255      -0.253532      -0.332164
        3.31372        3.85423       -1.15134      0.0319553
       0.150155        1.22495      -0.697594      -0.244772
      -0.192764      -0.294111      -0.228953       -4.25989
       -10.9166       0.807807        3.33146       0.112281
       -3.16201        2.18494       -1.34187       0.589195
       0.948873        2.96442       0.544943      0.0767389
       0.384757      -0.580709        8.96006        0.48192
     -0.0944918       0.177375       -1.66081       -1.64915
       0.408183      -0.385549        6.77808      -0.971092
       0.110888       -3.48448       0.227395       -0.22527
       -5.86173       0.589767      -0.347577       0.565676
        1.30009        7.20803      -0.884574       -7.83949
       0.579795      -0.499452       0.461811        -29.921
         2.1014      -0.831616        0.14003      -0.382806
       0.933188      -0.808957       0.746606      -0.260135
       -5.12641         1.0802      -0.507302       0.558512
      -0.325399      -0.179355      -0.983212        1.63369
       -1.21739       0.390859      -0.380151        16.1778
       -2.18048        1.01151      -0.595603       -8.41624
      -0.760955      -0.249537       0.769163       -1.17766
        12.7929      -0.186832       -134.247        25.1584
      -0.961612       -26.0066       -73.4629       -2.99982
      0.0254803        1.64034      -0.162674       -3.76447
     -0.0332849        92.9561     -0.0476046         -2.291
       -4.75488      0.0991338      -0.980661      -0.733623
        9.64316      -0.914314         2.5812       0.244092
       -1.53277        3.52212       0.919993        2.77076
        0.60553       -2.19959        4.23395       -1.28084
        -117.24      -0.221654      -0.721957       0.406427
      -0.319688       0.180904      -0.278096       0.377233
       -1.52355       0.935309     -0.0472604        8.57498
      -0.565778        -2.1973        2.19426       0.218559
       -2.45632      -0.524097        1.34487       -85.4723
        2.49174       0.326361      -0.497219        29.3683
        2.85499        3.26188       -0.38127        1.45556
      -0.838234       -3.04663       -10.4197       -2.59917
       0.643476      -0.635272      -0.282741       0.918218
        2.54159        7.45296       -7.13615      -0.547586
       0.201722      -0.314781       -1.27841      -0.381275
       -1.09063      -0.824404       -1.44537        2.19366
       -9.32445      -0.743628      -0.640771      -0.656596
        1.29968        1.68304      -0.122577       -1.20415
       0.472625       -3.37897       0.348093      -0.208691
      -0.248379      0.0644144        1.78971        1.04279
        -1.6231      -0.863144      -0.676103      -0.155217
       0.687604      -0.163482       -1.41343      -0.591057
       0.636946        1.86881        2.93522         9.8177
      -0.311561       -30.2377        3.53241       -4.19527
        27.5277       -1.27642        3.83301       -1.25892
      -0.477067       0.344723        3.04308      -0.729313
     -0.0364907      -0.177917        1.81433       0.558618
      -0.376996       -14.0299       -2.92327      -0.829989
     -0.0792933       -2.44414       -6.44415      -0.214543
       -0.47498        1.94396        1.03439        1.15442
      -0.654499      -0.900765       0.730087      -0.606196
     -0.0298361      -0.739315       0.601406       -2.25815
       -1.02449      0.0619567      -0.156512       0.734685
      -0.362155      -0.951741      -0.631785      -0.780186
        2.69042       -12.0795       0.098416       -26.4188
       -2.51606        3.71193        2.28377     -0.0778071
       0.969435      -0.721065       -1.97671      -0.342955
      -0.045084       0.288116      -0.364429       0.493674
       -5.55687        1.09944       0.844884       0.882894
        1.53915      -0.584119       0.697312     -0.0982121
        4.42178       0.376463       -1.44962       -1.36778
        5.85465        10.2442      0.0569358       -5.56358
       -1.39379        -7.0671       0.826462        -1.4232
       0.371107        0.10541       -1.31784       -1.64652
       -3.34432         3.4445      -0.476474      -0.653317
      -0.690076      -0.455498      -0.806595        1.26159
      -0.422444       0.515701       -0.12481        4.32184
        2.01576        1.27857       0.720798       -0.45242
      -0.555969       0.878336       0.886047       -39.1334
        1.19025      -0.186799       -2.40915        1.73239
       -10.8582        7.38563        6.52026      -0.126596
        0.11276      0.0020522        1.96175        -1.1474
       -3.51228       -1.58253      -0.617001     -0.0710656
       0.192343     -0.0748591        1.14585       0.430852
       0.832089       -2.11783        22.1615       -3.16383
        14.2471       0.639819       -2.59631       -0.94338
      0.0401507       0.523129      0.0663458        1.88084
       0.306084       -2.96653        6.24377       0.330049
       -1.58927      -0.112657      -0.521051       0.103839
        3.87042      -0.317234      -0.830877        3.33824
      0.0244678        -0.3683       -0.29051        1.32955
       0.149173        2.04094        1.00247       0.103759
      -0.962324       0.214873      -0.632296       -2.35863
        16.6544         0.4328      0.0171713        274.974
        1.67511        0.16074        9.18387      -0.453695
      -0.301791        1.84143       -19.0143      -0.504522
        1.06098       0.338191       -1.88691      -0.119212
        3.85918       0.497116        9.59006       0.243257
      -0.799169      -0.116553       -1.84843      -0.849167
       0.600202      -0.403631       -3.12113       -13.4096
       -1.58815       0.132511        5.37248        -3.1331
        0.27809      -0.182529        1.70188         1.9122
        7.41492         147.84       0.317171         5.3064
       0.645528       0.385353      0.0824784       -3.37912
       0.952844      -0.837891       -3.30734       -0.68009
      -0.230344        1.31195        1.16399        1.71076
        0.61029      -0.191156       -11.8734      -0.695298
        3.02923        6.62405      0.0183791        0.11856
       -1.75455     -0.0344265       0.726734        2.51523
      -0.674104         0.3231       -1.23403        0.25366
      -0.162994       -1.03822     -0.0641365        1.09347
      -0.183663       -2.77041        3.09422      -0.586731
        1.36484      -0.800354     -0.0730516       -2.35771
      -0.792703       -6.44154       -1.13282        3.51799
       -13.0649        -1.4185      -0.529424        17.2731
        0.30793        7.04297       -1.80291       -2.68625
        0.57864       0.416045       0.462036       -3.12247
      -0.298852        1.53697         0.1045        4.89821
       0.347626       -1.43384      -0.992468       0.139159
       0.180428      -0.870769        2.40603       0.280089
         2.4866        57.2438        2.27691        1.00139
       -2.11925      -0.849271       0.585102      -0.831241
      -0.161611      -0.778505       -1.88859      -0.250275
       -5.79783       0.379029        74.3354        1.74713
        -1.7888       0.448025       -16.4734        1.25968
      -0.614233        2.68068        2.91749       0.649711
       -1.96897       -1.27297     -0.0702175    -0.00995584
     -0.0032521        3.12553        1.65175       0.578955
      -0.109386       -4.51318      0.0263711       -10.2161
       0.333565       0.603464        4.09261      -0.531209
        7.75648        1.37827       0.854676      0.0752492
       0.315175       0.521987        5.60018        5.69495
       0.465601      -0.637123       0.626577        -1.4281
        -1.8617       0.726375       -3.21791       0.361431
      -0.267395        1.00906        0.11771       -1.94844
       0.257502   -0.000479937        4.38754       -3.57867
         2.8859         1.3656        -5.2111        8.92057
      -0.628238        7.11859       0.553294       0.735298
      -0.441513       0.831832      -0.301414       -17.9335
        0.39609       -7.77775       -5.38873       0.799281
        1.15506       0.410174      -0.820736        1.23646
        2.42505      -0.914646       0.274977      -0.977226
        0.27693      -0.897943       0.853124        1.05151
      -0.686126        2.19917       -5.80134      -0.243464
     -0.0657664        1.62447       0.897477       -1.81996
        1.21483       -2.07673       0.198064       -2.26391
      -0.157559     -0.0999483        2.18344      -0.876693
       -1.38856      0.0901069       0.593546       0.968108
      -0.522304       -6.73256      -0.132505        1.06366
         1.2786       0.522422     -0.0963145       -4.47804
      0.0404226       -3.25696       -1.24314        -64.235
        3.50208       -3.36089      0.0809741       -2.99304
       0.120031      -0.604502         1.2397       -0.25364
       -1.22171        1.96209      -0.205541        4.62549
      -0.136167       -0.12364       -1.71295       -6.66322
        4.42042        9.33462       0.170129        2.58204
     -0.0471241       0.396471         1.6149        3.46038
       0.447805        4.78216       -1.08366      -0.326431
      -0.394513       0.506293      -0.441353       0.240899
      -0.751945       -1.58094       -4.69136        2.37956
       0.404294      0.0687181      -0.531608       0.743472
        3.64658       0.466471       -7.01383        1.94033
        -2.6309        1.86793       0.852297      -0.950116
       0.220951       0.551892        3.95761       0.374039
      -0.919445      0.0176331      -0.246783       -5.41598
        14.0234      -0.307078        6.30616      -0.408582
      -0.454384       -9.59907       -2.13661        2.71763
       0.971489        4.42438       -2.00277      -0.737837
     -0.0689236     -0.0479484     -0.0576661        15.8021
      -0.830596        -1.2895      0.0629694        5.58676
        1.05571       0.620304       -2.63704       0.691603
        0.90777        7.77891      -0.679708      -0.258239
       -1.97189       0.842014        3.24915       -1.31127
       -1.58934      -0.944718      -0.123083       0.777774
        13.3699      -0.295459       0.802462      -0.733096
         0.1079       0.529331       0.370077        5.35641
      -0.421987        3.11564       0.948595      -0.134101
       0.513794       -1.66535       -3.18157         10.671
       -2.43087        24.1983      -0.473035       0.760718
      -0.279242      -0.167557       -1.77677       0.513502
       0.257709       -1.89376       -5.27833       -11.3143
       -3.90162       -3.97725       -8.92612       -1.79018
       0.470071      -0.925831       0.903874       0.212302
       -1.07363      0.0960373      -0.561111      -0.305685
     -0.0179203       -1.86471       -4.71149      -0.352074
       0.115687       -1.52151          6.597        2.17179
